Printed on: 8/9/2021 7:17:48 AM 
Date	Part number	Serial number	Status	Wave.	Fiber IL	Refl.	IL A	Refl.A	IL B	Refl.B 
8/7/2021 10:39:03 PM	temptest	060821-1814	Passed	1550nm 1	n/a	n/a	7.80	n/a	n/a	n/a
8/7/2021 10:40:04 PM	temptest	060821-1815	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:40:04 PM	temptest	060821-1815	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 10:41:06 PM	temptest	060821-1816	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:41:06 PM	temptest	060821-1816	Passed	1550nm 1	n/a	n/a	7.81	n/a	n/a	n/a
8/7/2021 10:42:07 PM	temptest	060821-1817	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:42:07 PM	temptest	060821-1817	Passed	1550nm 1	n/a	n/a	7.80	n/a	n/a	n/a
8/7/2021 10:43:08 PM	temptest	060821-1818	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:43:08 PM	temptest	060821-1818	Passed	1550nm 1	n/a	n/a	7.81	n/a	n/a	n/a
8/7/2021 10:44:09 PM	temptest	060821-1819	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:44:09 PM	temptest	060821-1819	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 10:45:11 PM	temptest	060821-1820	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:45:11 PM	temptest	060821-1820	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 10:46:12 PM	temptest	060821-1821	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:46:12 PM	temptest	060821-1821	Passed	1550nm 1	n/a	n/a	7.80	n/a	n/a	n/a
8/7/2021 10:47:13 PM	temptest	060821-1822	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:47:13 PM	temptest	060821-1822	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 10:48:15 PM	temptest	060821-1823	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:48:15 PM	temptest	060821-1823	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 10:49:16 PM	temptest	060821-1824	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:49:16 PM	temptest	060821-1824	Passed	1550nm 1	n/a	n/a	7.80	n/a	n/a	n/a
8/7/2021 10:50:17 PM	temptest	060821-1825	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:50:17 PM	temptest	060821-1825	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 10:51:18 PM	temptest	060821-1826	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:51:18 PM	temptest	060821-1826	Passed	1550nm 1	n/a	n/a	7.80	n/a	n/a	n/a
8/7/2021 10:52:20 PM	temptest	060821-1827	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:52:20 PM	temptest	060821-1827	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 10:53:21 PM	temptest	060821-1828	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:53:21 PM	temptest	060821-1828	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 10:54:22 PM	temptest	060821-1829	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:54:22 PM	temptest	060821-1829	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 10:55:23 PM	temptest	060821-1830	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:55:23 PM	temptest	060821-1830	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 10:56:25 PM	temptest	060821-1831	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:56:25 PM	temptest	060821-1831	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 10:57:26 PM	temptest	060821-1832	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:57:26 PM	temptest	060821-1832	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 10:58:27 PM	temptest	060821-1833	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:58:27 PM	temptest	060821-1833	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 10:59:29 PM	temptest	060821-1834	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 10:59:29 PM	temptest	060821-1834	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:00:30 PM	temptest	060821-1835	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:00:30 PM	temptest	060821-1835	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:01:31 PM	temptest	060821-1836	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:01:31 PM	temptest	060821-1836	Passed	1550nm 1	n/a	n/a	7.74	n/a	n/a	n/a
8/7/2021 11:02:33 PM	temptest	060821-1837	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:02:33 PM	temptest	060821-1837	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:03:34 PM	temptest	060821-1838	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:03:34 PM	temptest	060821-1838	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/7/2021 11:04:35 PM	temptest	060821-1839	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:04:35 PM	temptest	060821-1839	Passed	1550nm 1	n/a	n/a	7.75	n/a	n/a	n/a
8/7/2021 11:11:39 PM	temptest	060821-1840	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:11:39 PM	temptest	060821-1840	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/7/2021 11:12:41 PM	temptest	060821-1841	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:12:41 PM	temptest	060821-1841	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:13:42 PM	temptest	060821-1842	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:13:42 PM	temptest	060821-1842	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 11:14:43 PM	temptest	060821-1843	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:14:43 PM	temptest	060821-1843	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:15:44 PM	temptest	060821-1844	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:15:44 PM	temptest	060821-1844	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:16:46 PM	temptest	060821-1845	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:16:46 PM	temptest	060821-1845	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:17:47 PM	temptest	060821-1846	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:17:47 PM	temptest	060821-1846	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:18:48 PM	temptest	060821-1847	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:18:48 PM	temptest	060821-1847	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:19:50 PM	temptest	060821-1848	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:19:50 PM	temptest	060821-1848	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/7/2021 11:20:51 PM	temptest	060821-1849	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:20:51 PM	temptest	060821-1849	Passed	1550nm 1	n/a	n/a	7.75	n/a	n/a	n/a
8/7/2021 11:21:52 PM	temptest	060821-1850	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:21:52 PM	temptest	060821-1850	Passed	1550nm 1	n/a	n/a	7.75	n/a	n/a	n/a
8/7/2021 11:22:54 PM	temptest	060821-1851	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:22:54 PM	temptest	060821-1851	Passed	1550nm 1	n/a	n/a	7.73	n/a	n/a	n/a
8/7/2021 11:23:55 PM	temptest	060821-1852	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:23:55 PM	temptest	060821-1852	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/7/2021 11:24:56 PM	temptest	060821-1853	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:24:56 PM	temptest	060821-1853	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:25:57 PM	temptest	060821-1854	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:25:57 PM	temptest	060821-1854	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:26:59 PM	temptest	060821-1855	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:26:59 PM	temptest	060821-1855	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:28:00 PM	temptest	060821-1856	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:28:00 PM	temptest	060821-1856	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:29:01 PM	temptest	060821-1857	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:29:01 PM	temptest	060821-1857	Passed	1550nm 1	n/a	n/a	7.79	n/a	n/a	n/a
8/7/2021 11:30:03 PM	temptest	060821-1858	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:30:03 PM	temptest	060821-1858	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:31:04 PM	temptest	060821-1859	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:31:04 PM	temptest	060821-1859	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:32:05 PM	temptest	060821-1860	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:32:05 PM	temptest	060821-1860	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:33:06 PM	temptest	060821-1861	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:33:06 PM	temptest	060821-1861	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:34:08 PM	temptest	060821-1862	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:34:08 PM	temptest	060821-1862	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:35:09 PM	temptest	060821-1863	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:35:09 PM	temptest	060821-1863	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:36:10 PM	temptest	060821-1864	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:36:10 PM	temptest	060821-1864	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:37:12 PM	temptest	060821-1865	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:37:12 PM	temptest	060821-1865	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:38:13 PM	temptest	060821-1866	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:38:13 PM	temptest	060821-1866	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:39:14 PM	temptest	060821-1867	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:39:14 PM	temptest	060821-1867	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:40:15 PM	temptest	060821-1868	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:40:15 PM	temptest	060821-1868	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:41:17 PM	temptest	060821-1869	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:41:17 PM	temptest	060821-1869	Passed	1550nm 1	n/a	n/a	7.78	n/a	n/a	n/a
8/7/2021 11:42:18 PM	temptest	060821-1870	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:42:18 PM	temptest	060821-1870	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:43:19 PM	temptest	060821-1871	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:43:19 PM	temptest	060821-1871	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:44:21 PM	temptest	060821-1872	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:44:21 PM	temptest	060821-1872	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:45:22 PM	temptest	060821-1873	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:45:22 PM	temptest	060821-1873	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:46:23 PM	temptest	060821-1874	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:46:23 PM	temptest	060821-1874	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:47:25 PM	temptest	060821-1875	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:47:25 PM	temptest	060821-1875	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/7/2021 11:48:26 PM	temptest	060821-1876	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:48:26 PM	temptest	060821-1876	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/7/2021 11:49:27 PM	temptest	060821-1877	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:49:27 PM	temptest	060821-1877	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/7/2021 11:50:28 PM	temptest	060821-1878	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:50:28 PM	temptest	060821-1878	Passed	1550nm 1	n/a	n/a	7.74	n/a	n/a	n/a
8/7/2021 11:51:30 PM	temptest	060821-1879	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:51:30 PM	temptest	060821-1879	Passed	1550nm 1	n/a	n/a	7.74	n/a	n/a	n/a
8/7/2021 11:52:31 PM	temptest	060821-1880	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:52:31 PM	temptest	060821-1880	Passed	1550nm 1	n/a	n/a	7.73	n/a	n/a	n/a
8/7/2021 11:53:32 PM	temptest	060821-1881	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:53:32 PM	temptest	060821-1881	Passed	1550nm 1	n/a	n/a	7.75	n/a	n/a	n/a
8/7/2021 11:54:34 PM	temptest	060821-1882	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:54:34 PM	temptest	060821-1882	Passed	1550nm 1	n/a	n/a	7.74	n/a	n/a	n/a
8/7/2021 11:55:35 PM	temptest	060821-1883	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:55:35 PM	temptest	060821-1883	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/7/2021 11:56:36 PM	temptest	060821-1884	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:56:36 PM	temptest	060821-1884	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/7/2021 11:57:37 PM	temptest	060821-1885	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:57:37 PM	temptest	060821-1885	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/7/2021 11:58:39 PM	temptest	060821-1886	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:58:39 PM	temptest	060821-1886	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/7/2021 11:59:40 PM	temptest	060821-1887	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/7/2021 11:59:40 PM	temptest	060821-1887	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/8/2021 12:00:41 AM	temptest	060821-1888	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:00:41 AM	temptest	060821-1888	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/8/2021 12:01:43 AM	temptest	060821-1889	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:01:43 AM	temptest	060821-1889	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/8/2021 12:02:44 AM	temptest	060821-1890	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:02:44 AM	temptest	060821-1890	Passed	1550nm 1	n/a	n/a	7.75	n/a	n/a	n/a
8/8/2021 12:03:45 AM	temptest	060821-1891	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:03:45 AM	temptest	060821-1891	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/8/2021 12:04:47 AM	temptest	060821-1892	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:04:47 AM	temptest	060821-1892	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/8/2021 12:05:48 AM	temptest	060821-1893	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:05:48 AM	temptest	060821-1893	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/8/2021 12:06:49 AM	temptest	060821-1894	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:06:49 AM	temptest	060821-1894	Passed	1550nm 1	n/a	n/a	7.75	n/a	n/a	n/a
8/8/2021 12:07:50 AM	temptest	060821-1895	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:07:50 AM	temptest	060821-1895	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/8/2021 12:08:52 AM	temptest	060821-1896	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:08:52 AM	temptest	060821-1896	Passed	1550nm 1	n/a	n/a	7.76	n/a	n/a	n/a
8/8/2021 12:09:53 AM	temptest	060821-1897	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:09:53 AM	temptest	060821-1897	Passed	1550nm 1	n/a	n/a	7.77	n/a	n/a	n/a
8/8/2021 12:10:54 AM	temptest	060821-1898	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:10:54 AM	temptest	060821-1898	Passed	1550nm 1	n/a	n/a	7.75	n/a	n/a	n/a
8/8/2021 12:11:56 AM	temptest	060821-1899	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:11:56 AM	temptest	060821-1899	Passed	1550nm 1	n/a	n/a	7.75	n/a	n/a	n/a
8/8/2021 12:12:57 AM	temptest	060821-1900	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:12:57 AM	temptest	060821-1900	Passed	1550nm 1	n/a	n/a	7.72	n/a	n/a	n/a
8/8/2021 12:13:58 AM	temptest	060821-1901	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:13:58 AM	temptest	060821-1901	Passed	1550nm 1	n/a	n/a	7.71	n/a	n/a	n/a
8/8/2021 12:14:59 AM	temptest	060821-1902	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:14:59 AM	temptest	060821-1902	Passed	1550nm 1	n/a	n/a	7.67	n/a	n/a	n/a
8/8/2021 12:16:01 AM	temptest	060821-1903	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:16:01 AM	temptest	060821-1903	Passed	1550nm 1	n/a	n/a	7.62	n/a	n/a	n/a
8/8/2021 12:17:02 AM	temptest	060821-1904	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:17:02 AM	temptest	060821-1904	Passed	1550nm 1	n/a	n/a	7.55	n/a	n/a	n/a
8/8/2021 12:18:03 AM	temptest	060821-1905	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:18:03 AM	temptest	060821-1905	Passed	1550nm 1	n/a	n/a	7.33	n/a	n/a	n/a
8/8/2021 12:19:05 AM	temptest	060821-1906	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:19:05 AM	temptest	060821-1906	Passed	1550nm 1	n/a	n/a	7.14	n/a	n/a	n/a
8/8/2021 12:20:06 AM	temptest	060821-1907	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:20:06 AM	temptest	060821-1907	Passed	1550nm 1	n/a	n/a	6.99	n/a	n/a	n/a
8/8/2021 12:21:07 AM	temptest	060821-1908	Passed	1310nm 1	n/a	n/a	4.08	n/a	n/a	n/a
8/8/2021 12:21:07 AM	temptest	060821-1908	Passed	1550nm 1	n/a	n/a	6.93	n/a	n/a	n/a
8/8/2021 12:22:09 AM	temptest	060821-1909	Passed	1310nm 1	n/a	n/a	4.07	n/a	n/a	n/a
8/8/2021 12:22:09 AM	temptest	060821-1909	Passed	1550nm 1	n/a	n/a	6.80	n/a	n/a	n/a
8/8/2021 12:23:10 AM	temptest	060821-1910	Passed	1310nm 1	n/a	n/a	4.07	n/a	n/a	n/a
8/8/2021 12:23:10 AM	temptest	060821-1910	Passed	1550nm 1	n/a	n/a	6.61	n/a	n/a	n/a
8/8/2021 12:24:11 AM	temptest	060821-1911	Passed	1310nm 1	n/a	n/a	4.06	n/a	n/a	n/a
8/8/2021 12:24:11 AM	temptest	060821-1911	Passed	1550nm 1	n/a	n/a	6.43	n/a	n/a	n/a
8/8/2021 12:25:12 AM	temptest	060821-1912	Passed	1310nm 1	n/a	n/a	4.06	n/a	n/a	n/a
8/8/2021 12:25:12 AM	temptest	060821-1912	Passed	1550nm 1	n/a	n/a	6.28	n/a	n/a	n/a
8/8/2021 12:26:14 AM	temptest	060821-1913	Passed	1310nm 1	n/a	n/a	4.06	n/a	n/a	n/a
8/8/2021 12:26:14 AM	temptest	060821-1913	Passed	1550nm 1	n/a	n/a	6.15	n/a	n/a	n/a
8/8/2021 12:27:15 AM	temptest	060821-1914	Passed	1310nm 1	n/a	n/a	4.06	n/a	n/a	n/a
8/8/2021 12:27:15 AM	temptest	060821-1914	Passed	1550nm 1	n/a	n/a	6.02	n/a	n/a	n/a
8/8/2021 12:28:16 AM	temptest	060821-1915	Passed	1310nm 1	n/a	n/a	4.05	n/a	n/a	n/a
8/8/2021 12:28:16 AM	temptest	060821-1915	Passed	1550nm 1	n/a	n/a	5.90	n/a	n/a	n/a
8/8/2021 12:29:17 AM	temptest	060821-1916	Passed	1310nm 1	n/a	n/a	4.05	n/a	n/a	n/a
8/8/2021 12:29:17 AM	temptest	060821-1916	Passed	1550nm 1	n/a	n/a	5.78	n/a	n/a	n/a
8/8/2021 12:30:19 AM	temptest	060821-1917	Passed	1310nm 1	n/a	n/a	4.05	n/a	n/a	n/a
8/8/2021 12:30:19 AM	temptest	060821-1917	Passed	1550nm 1	n/a	n/a	5.66	n/a	n/a	n/a
8/8/2021 12:31:20 AM	temptest	060821-1918	Passed	1310nm 1	n/a	n/a	4.04	n/a	n/a	n/a
8/8/2021 12:31:20 AM	temptest	060821-1918	Passed	1550nm 1	n/a	n/a	5.55	n/a	n/a	n/a
8/8/2021 12:32:21 AM	temptest	060821-1919	Passed	1310nm 1	n/a	n/a	4.04	n/a	n/a	n/a
8/8/2021 12:32:21 AM	temptest	060821-1919	Passed	1550nm 1	n/a	n/a	5.44	n/a	n/a	n/a
8/8/2021 12:33:23 AM	temptest	060821-1920	Passed	1310nm 1	n/a	n/a	4.04	n/a	n/a	n/a
8/8/2021 12:33:23 AM	temptest	060821-1920	Passed	1550nm 1	n/a	n/a	5.34	n/a	n/a	n/a
8/8/2021 12:34:24 AM	temptest	060821-1921	Passed	1310nm 1	n/a	n/a	4.03	n/a	n/a	n/a
8/8/2021 12:34:24 AM	temptest	060821-1921	Passed	1550nm 1	n/a	n/a	5.25	n/a	n/a	n/a
8/8/2021 12:35:25 AM	temptest	060821-1922	Passed	1310nm 1	n/a	n/a	4.03	n/a	n/a	n/a
8/8/2021 12:35:25 AM	temptest	060821-1922	Passed	1550nm 1	n/a	n/a	5.16	n/a	n/a	n/a
8/8/2021 12:36:27 AM	temptest	060821-1923	Passed	1310nm 1	n/a	n/a	4.03	n/a	n/a	n/a
8/8/2021 12:36:27 AM	temptest	060821-1923	Passed	1550nm 1	n/a	n/a	5.09	n/a	n/a	n/a
8/8/2021 12:37:28 AM	temptest	060821-1924	Passed	1310nm 1	n/a	n/a	4.03	n/a	n/a	n/a
8/8/2021 12:37:28 AM	temptest	060821-1924	Passed	1550nm 1	n/a	n/a	5.01	n/a	n/a	n/a
8/8/2021 12:38:29 AM	temptest	060821-1925	Passed	1310nm 1	n/a	n/a	4.02	n/a	n/a	n/a
8/8/2021 12:38:29 AM	temptest	060821-1925	Passed	1550nm 1	n/a	n/a	4.95	n/a	n/a	n/a
8/8/2021 12:39:30 AM	temptest	060821-1926	Passed	1310nm 1	n/a	n/a	4.02	n/a	n/a	n/a
8/8/2021 12:39:30 AM	temptest	060821-1926	Passed	1550nm 1	n/a	n/a	4.89	n/a	n/a	n/a
8/8/2021 12:40:32 AM	temptest	060821-1927	Passed	1310nm 1	n/a	n/a	4.02	n/a	n/a	n/a
8/8/2021 12:40:32 AM	temptest	060821-1927	Passed	1550nm 1	n/a	n/a	4.83	n/a	n/a	n/a
8/8/2021 12:41:33 AM	temptest	060821-1928	Passed	1310nm 1	n/a	n/a	4.02	n/a	n/a	n/a
