Printed on: 8/9/2021 7:17:48 AM 
Date	Part number	Serial number	Status	Wave.	Fiber IL	Refl.	IL A	Refl.A	IL B	Refl.B 
8/7/2021 2:12:40 AM	temptest	060821-0648	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:12:40 AM	temptest	060821-0648	Passed	1550nm 1	n/a	n/a	3.72	n/a	n/a	n/a
8/7/2021 2:13:41 AM	temptest	060821-0649	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:13:41 AM	temptest	060821-0649	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:14:42 AM	temptest	060821-0650	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:14:42 AM	temptest	060821-0650	Passed	1550nm 1	n/a	n/a	3.72	n/a	n/a	n/a
8/7/2021 2:15:43 AM	temptest	060821-0651	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:15:43 AM	temptest	060821-0651	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:16:45 AM	temptest	060821-0652	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:16:45 AM	temptest	060821-0652	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:17:46 AM	temptest	060821-0653	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:17:46 AM	temptest	060821-0653	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:18:47 AM	temptest	060821-0654	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:18:47 AM	temptest	060821-0654	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:19:48 AM	temptest	060821-0655	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:19:48 AM	temptest	060821-0655	Passed	1550nm 1	n/a	n/a	3.72	n/a	n/a	n/a
8/7/2021 2:20:49 AM	temptest	060821-0656	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:20:49 AM	temptest	060821-0656	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:21:50 AM	temptest	060821-0657	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:21:50 AM	temptest	060821-0657	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:22:52 AM	temptest	060821-0658	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:22:52 AM	temptest	060821-0658	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:23:53 AM	temptest	060821-0659	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:23:53 AM	temptest	060821-0659	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:24:54 AM	temptest	060821-0660	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:24:54 AM	temptest	060821-0660	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:25:55 AM	temptest	060821-0661	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:25:55 AM	temptest	060821-0661	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:26:56 AM	temptest	060821-0662	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:26:56 AM	temptest	060821-0662	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:27:58 AM	temptest	060821-0663	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:27:58 AM	temptest	060821-0663	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:28:59 AM	temptest	060821-0664	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:28:59 AM	temptest	060821-0664	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:30:00 AM	temptest	060821-0665	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:30:00 AM	temptest	060821-0665	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:31:01 AM	temptest	060821-0666	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:31:01 AM	temptest	060821-0666	Passed	1550nm 1	n/a	n/a	3.72	n/a	n/a	n/a
8/7/2021 2:32:02 AM	temptest	060821-0667	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:32:02 AM	temptest	060821-0667	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:33:04 AM	temptest	060821-0668	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:33:04 AM	temptest	060821-0668	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:34:05 AM	temptest	060821-0669	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:34:05 AM	temptest	060821-0669	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:35:06 AM	temptest	060821-0670	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:35:06 AM	temptest	060821-0670	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:36:07 AM	temptest	060821-0671	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:36:07 AM	temptest	060821-0671	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:37:08 AM	temptest	060821-0672	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:37:08 AM	temptest	060821-0672	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:38:09 AM	temptest	060821-0673	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:38:09 AM	temptest	060821-0673	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 2:39:11 AM	temptest	060821-0674	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:39:11 AM	temptest	060821-0674	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:40:12 AM	temptest	060821-0675	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:40:12 AM	temptest	060821-0675	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:41:13 AM	temptest	060821-0676	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:41:13 AM	temptest	060821-0676	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:42:14 AM	temptest	060821-0677	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:42:14 AM	temptest	060821-0677	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:43:15 AM	temptest	060821-0678	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:43:15 AM	temptest	060821-0678	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:44:17 AM	temptest	060821-0679	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:44:17 AM	temptest	060821-0679	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:45:18 AM	temptest	060821-0680	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:45:18 AM	temptest	060821-0680	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 2:46:19 AM	temptest	060821-0681	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:46:19 AM	temptest	060821-0681	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 2:47:20 AM	temptest	060821-0682	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:47:20 AM	temptest	060821-0682	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 2:48:21 AM	temptest	060821-0683	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 2:48:21 AM	temptest	060821-0683	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:49:23 AM	temptest	060821-0684	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 2:49:23 AM	temptest	060821-0684	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:50:24 AM	temptest	060821-0685	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 2:50:24 AM	temptest	060821-0685	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 2:51:25 AM	temptest	060821-0686	Passed	1310nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 2:51:25 AM	temptest	060821-0686	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 2:52:26 AM	temptest	060821-0687	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 2:52:26 AM	temptest	060821-0687	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 2:53:27 AM	temptest	060821-0688	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 2:53:27 AM	temptest	060821-0688	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 2:54:28 AM	temptest	060821-0689	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 2:54:28 AM	temptest	060821-0689	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 2:55:30 AM	temptest	060821-0690	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 2:55:30 AM	temptest	060821-0690	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:56:31 AM	temptest	060821-0691	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 2:56:31 AM	temptest	060821-0691	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:57:32 AM	temptest	060821-0692	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 2:57:32 AM	temptest	060821-0692	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 2:58:33 AM	temptest	060821-0693	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 2:58:33 AM	temptest	060821-0693	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 2:59:34 AM	temptest	060821-0694	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 2:59:34 AM	temptest	060821-0694	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 3:00:36 AM	temptest	060821-0695	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:00:36 AM	temptest	060821-0695	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 3:01:37 AM	temptest	060821-0696	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:01:37 AM	temptest	060821-0696	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 3:02:38 AM	temptest	060821-0697	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:02:38 AM	temptest	060821-0697	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 3:03:39 AM	temptest	060821-0698	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:03:39 AM	temptest	060821-0698	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 3:04:40 AM	temptest	060821-0699	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:04:40 AM	temptest	060821-0699	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 3:05:42 AM	temptest	060821-0700	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:05:42 AM	temptest	060821-0700	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 3:06:43 AM	temptest	060821-0701	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:06:43 AM	temptest	060821-0701	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 3:07:44 AM	temptest	060821-0702	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:07:44 AM	temptest	060821-0702	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 3:08:45 AM	temptest	060821-0703	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:08:45 AM	temptest	060821-0703	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 3:09:46 AM	temptest	060821-0704	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:09:46 AM	temptest	060821-0704	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 3:10:47 AM	temptest	060821-0705	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:10:47 AM	temptest	060821-0705	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 3:11:49 AM	temptest	060821-0706	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:11:49 AM	temptest	060821-0706	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 3:12:50 AM	temptest	060821-0707	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:12:50 AM	temptest	060821-0707	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 3:13:51 AM	temptest	060821-0708	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:13:51 AM	temptest	060821-0708	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 3:14:52 AM	temptest	060821-0709	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:14:52 AM	temptest	060821-0709	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 3:15:54 AM	temptest	060821-0710	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:15:54 AM	temptest	060821-0710	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 3:16:55 AM	temptest	060821-0711	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:16:55 AM	temptest	060821-0711	Passed	1550nm 1	n/a	n/a	3.72	n/a	n/a	n/a
8/7/2021 3:17:56 AM	temptest	060821-0712	Passed	1310nm 1	n/a	n/a	3.88	n/a	n/a	n/a
8/7/2021 3:17:56 AM	temptest	060821-0712	Passed	1550nm 1	n/a	n/a	3.71	n/a	n/a	n/a
8/7/2021 3:18:57 AM	temptest	060821-0713	Passed	1310nm 1	n/a	n/a	3.89	n/a	n/a	n/a
8/7/2021 3:18:57 AM	temptest	060821-0713	Passed	1550nm 1	n/a	n/a	3.71	n/a	n/a	n/a
8/7/2021 3:19:58 AM	temptest	060821-0714	Passed	1310nm 1	n/a	n/a	3.89	n/a	n/a	n/a
8/7/2021 3:19:58 AM	temptest	060821-0714	Passed	1550nm 1	n/a	n/a	3.70	n/a	n/a	n/a
8/7/2021 3:20:59 AM	temptest	060821-0715	Passed	1310nm 1	n/a	n/a	3.89	n/a	n/a	n/a
8/7/2021 3:20:59 AM	temptest	060821-0715	Passed	1550nm 1	n/a	n/a	3.70	n/a	n/a	n/a
8/7/2021 3:22:01 AM	temptest	060821-0716	Passed	1310nm 1	n/a	n/a	3.89	n/a	n/a	n/a
8/7/2021 3:22:01 AM	temptest	060821-0716	Passed	1550nm 1	n/a	n/a	3.70	n/a	n/a	n/a
8/7/2021 3:23:02 AM	temptest	060821-0717	Passed	1310nm 1	n/a	n/a	3.89	n/a	n/a	n/a
8/7/2021 3:23:02 AM	temptest	060821-0717	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:24:03 AM	temptest	060821-0718	Passed	1310nm 1	n/a	n/a	3.89	n/a	n/a	n/a
8/7/2021 3:24:03 AM	temptest	060821-0718	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:25:04 AM	temptest	060821-0719	Passed	1310nm 1	n/a	n/a	3.89	n/a	n/a	n/a
8/7/2021 3:25:04 AM	temptest	060821-0719	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:26:05 AM	temptest	060821-0720	Passed	1310nm 1	n/a	n/a	3.90	n/a	n/a	n/a
8/7/2021 3:26:05 AM	temptest	060821-0720	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:27:07 AM	temptest	060821-0721	Passed	1310nm 1	n/a	n/a	3.90	n/a	n/a	n/a
8/7/2021 3:27:07 AM	temptest	060821-0721	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:28:08 AM	temptest	060821-0722	Passed	1310nm 1	n/a	n/a	3.90	n/a	n/a	n/a
8/7/2021 3:28:08 AM	temptest	060821-0722	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:29:09 AM	temptest	060821-0723	Passed	1310nm 1	n/a	n/a	3.90	n/a	n/a	n/a
8/7/2021 3:29:09 AM	temptest	060821-0723	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:30:10 AM	temptest	060821-0724	Passed	1310nm 1	n/a	n/a	3.90	n/a	n/a	n/a
8/7/2021 3:30:10 AM	temptest	060821-0724	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:31:11 AM	temptest	060821-0725	Passed	1310nm 1	n/a	n/a	3.90	n/a	n/a	n/a
8/7/2021 3:31:11 AM	temptest	060821-0725	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:32:12 AM	temptest	060821-0726	Passed	1310nm 1	n/a	n/a	3.90	n/a	n/a	n/a
8/7/2021 3:32:12 AM	temptest	060821-0726	Passed	1550nm 1	n/a	n/a	3.68	n/a	n/a	n/a
8/7/2021 3:33:14 AM	temptest	060821-0727	Passed	1310nm 1	n/a	n/a	3.90	n/a	n/a	n/a
8/7/2021 3:33:14 AM	temptest	060821-0727	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:34:15 AM	temptest	060821-0728	Passed	1310nm 1	n/a	n/a	3.90	n/a	n/a	n/a
8/7/2021 3:34:15 AM	temptest	060821-0728	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:35:16 AM	temptest	060821-0729	Passed	1310nm 1	n/a	n/a	3.91	n/a	n/a	n/a
8/7/2021 3:35:16 AM	temptest	060821-0729	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:36:17 AM	temptest	060821-0730	Passed	1310nm 1	n/a	n/a	3.91	n/a	n/a	n/a
8/7/2021 3:36:17 AM	temptest	060821-0730	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:37:18 AM	temptest	060821-0731	Passed	1310nm 1	n/a	n/a	3.91	n/a	n/a	n/a
8/7/2021 3:37:18 AM	temptest	060821-0731	Passed	1550nm 1	n/a	n/a	3.69	n/a	n/a	n/a
8/7/2021 3:38:20 AM	temptest	060821-0732	Passed	1310nm 1	n/a	n/a	3.91	n/a	n/a	n/a
8/7/2021 3:38:20 AM	temptest	060821-0732	Passed	1550nm 1	n/a	n/a	3.70	n/a	n/a	n/a
8/7/2021 3:39:21 AM	temptest	060821-0733	Passed	1310nm 1	n/a	n/a	3.91	n/a	n/a	n/a
8/7/2021 3:39:21 AM	temptest	060821-0733	Passed	1550nm 1	n/a	n/a	3.70	n/a	n/a	n/a
8/7/2021 3:40:22 AM	temptest	060821-0734	Passed	1310nm 1	n/a	n/a	3.91	n/a	n/a	n/a
8/7/2021 3:40:22 AM	temptest	060821-0734	Passed	1550nm 1	n/a	n/a	3.70	n/a	n/a	n/a
8/7/2021 3:41:23 AM	temptest	060821-0735	Passed	1310nm 1	n/a	n/a	3.91	n/a	n/a	n/a
8/7/2021 3:41:23 AM	temptest	060821-0735	Passed	1550nm 1	n/a	n/a	3.70	n/a	n/a	n/a
8/7/2021 3:42:24 AM	temptest	060821-0736	Passed	1310nm 1	n/a	n/a	3.91	n/a	n/a	n/a
8/7/2021 3:42:24 AM	temptest	060821-0736	Passed	1550nm 1	n/a	n/a	3.70	n/a	n/a	n/a
8/7/2021 3:43:25 AM	temptest	060821-0737	Passed	1310nm 1	n/a	n/a	3.91	n/a	n/a	n/a
8/7/2021 3:43:25 AM	temptest	060821-0737	Passed	1550nm 1	n/a	n/a	3.71	n/a	n/a	n/a
8/7/2021 3:44:27 AM	temptest	060821-0738	Passed	1310nm 1	n/a	n/a	3.91	n/a	n/a	n/a
8/7/2021 3:44:27 AM	temptest	060821-0738	Passed	1550nm 1	n/a	n/a	3.72	n/a	n/a	n/a
8/7/2021 3:45:28 AM	temptest	060821-0739	Passed	1310nm 1	n/a	n/a	3.92	n/a	n/a	n/a
8/7/2021 3:45:28 AM	temptest	060821-0739	Passed	1550nm 1	n/a	n/a	3.73	n/a	n/a	n/a
8/7/2021 3:46:29 AM	temptest	060821-0740	Passed	1310nm 1	n/a	n/a	3.92	n/a	n/a	n/a
8/7/2021 3:46:29 AM	temptest	060821-0740	Passed	1550nm 1	n/a	n/a	3.74	n/a	n/a	n/a
8/7/2021 3:47:30 AM	temptest	060821-0741	Passed	1310nm 1	n/a	n/a	3.92	n/a	n/a	n/a
8/7/2021 3:47:30 AM	temptest	060821-0741	Passed	1550nm 1	n/a	n/a	3.75	n/a	n/a	n/a
8/7/2021 3:48:31 AM	temptest	060821-0742	Passed	1310nm 1	n/a	n/a	3.92	n/a	n/a	n/a
8/7/2021 3:48:31 AM	temptest	060821-0742	Passed	1550nm 1	n/a	n/a	3.79	n/a	n/a	n/a
8/7/2021 3:49:33 AM	temptest	060821-0743	Passed	1310nm 1	n/a	n/a	3.92	n/a	n/a	n/a
8/7/2021 3:49:33 AM	temptest	060821-0743	Passed	1550nm 1	n/a	n/a	3.81	n/a	n/a	n/a
8/7/2021 3:50:34 AM	temptest	060821-0744	Passed	1310nm 1	n/a	n/a	3.92	n/a	n/a	n/a
8/7/2021 3:50:34 AM	temptest	060821-0744	Passed	1550nm 1	n/a	n/a	3.83	n/a	n/a	n/a
8/7/2021 3:51:35 AM	temptest	060821-0745	Passed	1310nm 1	n/a	n/a	3.92	n/a	n/a	n/a
8/7/2021 3:51:35 AM	temptest	060821-0745	Passed	1550nm 1	n/a	n/a	3.84	n/a	n/a	n/a
8/7/2021 3:52:36 AM	temptest	060821-0746	Passed	1310nm 1	n/a	n/a	3.93	n/a	n/a	n/a
8/7/2021 3:52:36 AM	temptest	060821-0746	Passed	1550nm 1	n/a	n/a	3.85	n/a	n/a	n/a
8/7/2021 3:53:37 AM	temptest	060821-0747	Passed	1310nm 1	n/a	n/a	3.93	n/a	n/a	n/a
8/7/2021 3:53:37 AM	temptest	060821-0747	Passed	1550nm 1	n/a	n/a	3.86	n/a	n/a	n/a
8/7/2021 3:54:38 AM	temptest	060821-0748	Passed	1310nm 1	n/a	n/a	3.93	n/a	n/a	n/a
8/7/2021 3:54:38 AM	temptest	060821-0748	Passed	1550nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 3:55:40 AM	temptest	060821-0749	Passed	1310nm 1	n/a	n/a	3.93	n/a	n/a	n/a
8/7/2021 3:55:40 AM	temptest	060821-0749	Passed	1550nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 3:56:41 AM	temptest	060821-0750	Passed	1310nm 1	n/a	n/a	3.94	n/a	n/a	n/a
8/7/2021 3:56:41 AM	temptest	060821-0750	Passed	1550nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 3:57:42 AM	temptest	060821-0751	Passed	1310nm 1	n/a	n/a	3.94	n/a	n/a	n/a
8/7/2021 3:57:42 AM	temptest	060821-0751	Passed	1550nm 1	n/a	n/a	3.87	n/a	n/a	n/a
8/7/2021 3:58:43 AM	temptest	060821-0752	Passed	1310nm 1	n/a	n/a	3.94	n/a	n/a	n/a
8/7/2021 3:58:43 AM	temptest	060821-0752	Passed	1550nm 1	n/a	n/a	3.86	n/a	n/a	n/a
8/7/2021 3:59:44 AM	temptest	060821-0753	Passed	1310nm 1	n/a	n/a	3.95	n/a	n/a	n/a
8/7/2021 3:59:44 AM	temptest	060821-0753	Passed	1550nm 1	n/a	n/a	3.85	n/a	n/a	n/a
8/7/2021 4:00:46 AM	temptest	060821-0754	Passed	1310nm 1	n/a	n/a	3.95	n/a	n/a	n/a
8/7/2021 4:00:46 AM	temptest	060821-0754	Passed	1550nm 1	n/a	n/a	3.84	n/a	n/a	n/a
8/7/2021 4:01:47 AM	temptest	060821-0755	Passed	1310nm 1	n/a	n/a	3.95	n/a	n/a	n/a
8/7/2021 4:01:47 AM	temptest	060821-0755	Passed	1550nm 1	n/a	n/a	3.84	n/a	n/a	n/a
8/7/2021 4:02:48 AM	temptest	060821-0756	Passed	1310nm 1	n/a	n/a	3.95	n/a	n/a	n/a
8/7/2021 4:02:48 AM	temptest	060821-0756	Passed	1550nm 1	n/a	n/a	3.84	n/a	n/a	n/a
8/7/2021 4:03:49 AM	temptest	060821-0757	Passed	1310nm 1	n/a	n/a	3.95	n/a	n/a	n/a
8/7/2021 4:03:49 AM	temptest	060821-0757	Passed	1550nm 1	n/a	n/a	3.84	n/a	n/a	n/a
8/7/2021 4:04:50 AM	temptest	060821-0758	Passed	1310nm 1	n/a	n/a	3.96	n/a	n/a	n/a
8/7/2021 4:04:50 AM	temptest	060821-0758	Passed	1550nm 1	n/a	n/a	3.84	n/a	n/a	n/a
8/7/2021 4:05:52 AM	temptest	060821-0759	Passed	1310nm 1	n/a	n/a	3.96	n/a	n/a	n/a
8/7/2021 4:05:52 AM	temptest	060821-0759	Passed	1550nm 1	n/a	n/a	3.85	n/a	n/a	n/a
8/7/2021 4:06:53 AM	temptest	060821-0760	Passed	1310nm 1	n/a	n/a	3.96	n/a	n/a	n/a
8/7/2021 4:06:53 AM	temptest	060821-0760	Passed	1550nm 1	n/a	n/a	3.86	n/a	n/a	n/a
8/7/2021 4:07:54 AM	temptest	060821-0761	Passed	1310nm 1	n/a	n/a	3.96	n/a	n/a	n/a
8/7/2021 4:07:54 AM	temptest	060821-0761	Passed	1550nm 1	n/a	n/a	3.86	n/a	n/a	n/a
